date1,date,headline_classification,stories,total_stories
14oct2016,"14-10-2016","Climate,Brexit",5,103
14oct2016,"14-10-2016","Other",48,103
15oct2016,"15-10-2016","Brexit Business",1,83
15oct2016,"15-10-2016","Brexit Business,Brexit Immigration",1,83
15oct2016,"15-10-2016","Brexit Business,Brexit Politics",1,83
15oct2016,"15-10-2016","Brexit Immigration",2,83
15oct2016,"15-10-2016","Brexit Other",20,83
15oct2016,"15-10-2016","Brexit Politics",5,83
15oct2016,"15-10-2016","Climate",15,83
15oct2016,"15-10-2016","Climate,Brexit",4,83
15oct2016,"15-10-2016","Other",34,83
16oct2016,"16-10-2016","Brexit Business",2,82
16oct2016,"16-10-2016","Brexit Business,Brexit Politics",1,82
16oct2016,"16-10-2016","Brexit Other",13,82
16oct2016,"16-10-2016","Brexit Politics",2,82
16oct2016,"16-10-2016","Climate",11,82
16oct2016,"16-10-2016","Climate,Brexit",6,82
16oct2016,"16-10-2016","Other",47,82
17oct2016,"17-10-2016","Brexit Business",10,124
17oct2016,"17-10-2016","Brexit Business,Brexit Politics",2,124
17oct2016,"17-10-2016","Brexit Immigration",2,124
17oct2016,"17-10-2016","Brexit Other",29,124
17oct2016,"17-10-2016","Brexit Politics",9,124
17oct2016,"17-10-2016","Climate",13,124
17oct2016,"17-10-2016","Climate,Brexit",9,124
17oct2016,"17-10-2016","Other",50,124
18oct2016,"18-10-2016","Brexit Business",5,113
18oct2016,"18-10-2016","Brexit Business,Brexit Politics",2,113
18oct2016,"18-10-2016","Brexit Other",30,113
18oct2016,"18-10-2016","Brexit Politics",7,113
18oct2016,"18-10-2016","Climate",11,113
18oct2016,"18-10-2016","Climate,Brexit",3,113
18oct2016,"18-10-2016","Other",55,113
19oct2016,"19-10-2016","",1,120
19oct2016,"19-10-2016","Brexit Business",7,120
19oct2016,"19-10-2016","Brexit Business,Brexit Politics",1,120
19oct2016,"19-10-2016","Brexit Other",18,120
19oct2016,"19-10-2016","Brexit Politics",10,120
19oct2016,"19-10-2016","Brexit Politics,Brexit Immigration",1,120
19oct2016,"19-10-2016","Climate",14,120
19oct2016,"19-10-2016","Climate,Brexit",5,120
19oct2016,"19-10-2016","Other",63,120
20oct2016,"20-10-2016","Brexit Business",8,133
20oct2016,"20-10-2016","Brexit Business,Brexit Immigration",1,133
20oct2016,"20-10-2016","Brexit Business,Brexit Politics",1,133
20oct2016,"20-10-2016","Brexit Other",26,133
20oct2016,"20-10-2016","Brexit Politics",10,133
20oct2016,"20-10-2016","Brexit Politics,Brexit Immigration",1,133
20oct2016,"20-10-2016","Climate",20,133
20oct2016,"20-10-2016","Climate,Brexit",5,133
20oct2016,"20-10-2016","Other",61,133
21oct2016,"21-10-2016","Brexit Business",7,120
21oct2016,"21-10-2016","Brexit Business,Brexit Politics",1,120
21oct2016,"21-10-2016","Brexit Immigration",2,120
21oct2016,"21-10-2016","Brexit Other",28,120
21oct2016,"21-10-2016","Brexit Politics",11,120
21oct2016,"21-10-2016","Climate",18,120
21oct2016,"21-10-2016","Climate,Brexit",4,120
21oct2016,"21-10-2016","Other",49,120
22oct2016,"22-10-2016","Brexit Business",5,59
22oct2016,"22-10-2016","Brexit Other",8,59
22oct2016,"22-10-2016","Brexit Politics",4,59
22oct2016,"22-10-2016","Climate",11,59
22oct2016,"22-10-2016","Climate,Brexit",4,59
22oct2016,"22-10-2016","Other",27,59
23oct2016,"23-10-2016","Brexit Business",7,104
23oct2016,"23-10-2016","Brexit Business,Brexit Politics",1,104
23oct2016,"23-10-2016","Brexit Immigration",1,104
23oct2016,"23-10-2016","Brexit Other",11,104
23oct2016,"23-10-2016","Brexit Politics",7,104
23oct2016,"23-10-2016","Climate",13,104
23oct2016,"23-10-2016","Climate,Brexit",5,104
23oct2016,"23-10-2016","Other",59,104
24oct2016,"24-10-2016","Brexit Business",11,117
24oct2016,"24-10-2016","Brexit Immigration",1,117
24oct2016,"24-10-2016","Brexit Other",24,117
24oct2016,"24-10-2016","Brexit Politics",4,117
24oct2016,"24-10-2016","Climate",25,117
24oct2016,"24-10-2016","Climate,Brexit",3,117
24oct2016,"24-10-2016","Other",49,117
25oct2016,"25-10-2016","Brexit Business",7,96
25oct2016,"25-10-2016","Brexit Immigration",3,96
25oct2016,"25-10-2016","Brexit Other",17,96
25oct2016,"25-10-2016","Brexit Politics",1,96
25oct2016,"25-10-2016","Climate",11,96
25oct2016,"25-10-2016","Climate,Brexit",7,96
25oct2016,"25-10-2016","Other",50,96
26oct2016,"26-10-2016","Brexit Business",4,135
26oct2016,"26-10-2016","Brexit Business,Brexit Politics",2,135
26oct2016,"26-10-2016","Brexit Immigration",1,135
26oct2016,"26-10-2016","Brexit Other",19,135
26oct2016,"26-10-2016","Brexit Politics",15,135
26oct2016,"26-10-2016","Climate",21,135
26oct2016,"26-10-2016","Climate,Brexit",6,135
26oct2016,"26-10-2016","Other",67,135
27oct2016,"27-10-2016","Brexit Business",7,101
27oct2016,"27-10-2016","Brexit Business,Brexit Politics",1,101
27oct2016,"27-10-2016","Brexit Immigration",1,101
27oct2016,"27-10-2016","Brexit Other",26,101
27oct2016,"27-10-2016","Brexit Politics",8,101
27oct2016,"27-10-2016","Brexit Politics,Brexit Immigration",1,101
27oct2016,"27-10-2016","Climate",12,101
27oct2016,"27-10-2016","Climate,Brexit",8,101
27oct2016,"27-10-2016","Other",37,101
28oct2016,"28-10-2016","Brexit Business",7,94
28oct2016,"28-10-2016","Brexit Business,Brexit Politics",1,94
28oct2016,"28-10-2016","Brexit Immigration",2,94
28oct2016,"28-10-2016","Brexit Other",11,94
28oct2016,"28-10-2016","Brexit Politics",6,94
28oct2016,"28-10-2016","Climate",13,94
28oct2016,"28-10-2016","Climate,Brexit",4,94
28oct2016,"28-10-2016","Other",50,94
29oct2016,"29-10-2016","Brexit Business",3,69
29oct2016,"29-10-2016","Brexit Immigration",1,69
29oct2016,"29-10-2016","Brexit Other",11,69
29oct2016,"29-10-2016","Brexit Politics",6,69
29oct2016,"29-10-2016","Climate",12,69
29oct2016,"29-10-2016","Other",36,69
30oct2016,"30-10-2016","Brexit Business",10,80
30oct2016,"30-10-2016","Brexit Business,Brexit Politics",1,80
30oct2016,"30-10-2016","Brexit Other",14,80
30oct2016,"30-10-2016","Brexit Politics",5,80
30oct2016,"30-10-2016","Climate",6,80
30oct2016,"30-10-2016","Climate,Brexit",5,80
30oct2016,"30-10-2016","Other",39,80
31oct2016,"31-10-2016","Brexit Business",9,107
31oct2016,"31-10-2016","Brexit Business,Brexit Politics",3,107
31oct2016,"31-10-2016","Brexit Immigration",2,107
31oct2016,"31-10-2016","Brexit Other",17,107
31oct2016,"31-10-2016","Brexit Politics",9,107
31oct2016,"31-10-2016","Climate",15,107
31oct2016,"31-10-2016","Climate,Brexit",4,107
31oct2016,"31-10-2016","Other",48,107
01nov2016,"1-11-2016","Brexit Business",4,72
01nov2016,"1-11-2016","Brexit Business,Brexit Politics",3,72
01nov2016,"1-11-2016","Brexit Immigration",1,72
01nov2016,"1-11-2016","Brexit Other",18,72
01nov2016,"1-11-2016","Brexit Politics",1,72
01nov2016,"1-11-2016","Climate",5,72
01nov2016,"1-11-2016","Climate,Brexit",2,72
01nov2016,"1-11-2016","Other",38,72
02nov2016,"2-11-2016","Brexit Business",6,115
02nov2016,"2-11-2016","Brexit Business,Brexit Politics",1,115
02nov2016,"2-11-2016","Brexit Immigration",1,115
02nov2016,"2-11-2016","Brexit Other",30,115
02nov2016,"2-11-2016","Brexit Politics",12,115
02nov2016,"2-11-2016","Climate",11,115
02nov2016,"2-11-2016","Climate,Brexit",5,115
02nov2016,"2-11-2016","Other",49,115
03nov2016,"3-11-2016","Brexit Business",7,147
03nov2016,"3-11-2016","Brexit Business,Brexit Politics",1,147
03nov2016,"3-11-2016","Brexit Other",56,147
03nov2016,"3-11-2016","Brexit Politics",18,147
03nov2016,"3-11-2016","Climate",6,147
03nov2016,"3-11-2016","Climate,Brexit",10,147
03nov2016,"3-11-2016","Other",49,147
04nov2016,"4-11-2016","Brexit Business",6,141
04nov2016,"4-11-2016","Brexit Business,Brexit Politics",2,141
04nov2016,"4-11-2016","Brexit Immigration",1,141
04nov2016,"4-11-2016","Brexit Other",38,141
04nov2016,"4-11-2016","Brexit Politics",15,141
04nov2016,"4-11-2016","Climate",16,141
04nov2016,"4-11-2016","Climate,Brexit",8,141
04nov2016,"4-11-2016","Other",55,141
05nov2016,"5-11-2016","Brexit Business",3,74
05nov2016,"5-11-2016","Brexit Business,Brexit Politics",1,74
05nov2016,"5-11-2016","Brexit Other",20,74
05nov2016,"5-11-2016","Brexit Politics",11,74
05nov2016,"5-11-2016","Climate",12,74
05nov2016,"5-11-2016","Climate,Brexit",2,74
05nov2016,"5-11-2016","Other",25,74
06nov2016,"6-11-2016","Brexit Business",4,89
06nov2016,"6-11-2016","Brexit Other",27,89
06nov2016,"6-11-2016","Brexit Politics",10,89
06nov2016,"6-11-2016","Climate",6,89
06nov2016,"6-11-2016","Climate,Brexit",4,89
06nov2016,"6-11-2016","Other",38,89
07nov2016,"7-11-2016","Brexit Business",5,114
07nov2016,"7-11-2016","Brexit Immigration",2,114
07nov2016,"7-11-2016","Brexit Other",27,114
07nov2016,"7-11-2016","Brexit Politics",15,114
07nov2016,"7-11-2016","Climate",15,114
07nov2016,"7-11-2016","Climate,Brexit",9,114
07nov2016,"7-11-2016","Other",41,114
08nov2016,"8-11-2016","Brexit Other",21,108
08nov2016,"8-11-2016","Brexit Politics",12,108
08nov2016,"8-11-2016","Climate",23,108
08nov2016,"8-11-2016","Climate,Brexit",9,108
08nov2016,"8-11-2016","Other",43,108
09nov2016,"9-11-2016","Brexit Business",2,132
09nov2016,"9-11-2016","Brexit Other",9,132
09nov2016,"9-11-2016","Brexit Politics",5,132
09nov2016,"9-11-2016","Climate",67,132
09nov2016,"9-11-2016","Climate,Brexit",24,132
09nov2016,"9-11-2016","Other",25,132
10nov2016,"10-11-2016","Brexit Other",9,99
10nov2016,"10-11-2016","Brexit Politics",1,99
10nov2016,"10-11-2016","Climate",40,99
10nov2016,"10-11-2016","Climate,Brexit",17,99
10nov2016,"10-11-2016","Other",32,99
11nov2016,"11-11-2016","Brexit Business",1,85
11nov2016,"11-11-2016","Brexit Immigration",1,85
11nov2016,"11-11-2016","Brexit Other",14,85
11nov2016,"11-11-2016","Brexit Politics",3,85
11nov2016,"11-11-2016","Climate",33,85
11nov2016,"11-11-2016","Climate,Brexit",8,85
11nov2016,"11-11-2016","Other",25,85
12nov2016,"12-11-2016","Brexit Business",1,61
12nov2016,"12-11-2016","Brexit Immigration",1,61
12nov2016,"12-11-2016","Brexit Other",10,61
12nov2016,"12-11-2016","Brexit Politics",6,61
12nov2016,"12-11-2016","Climate",18,61
12nov2016,"12-11-2016","Climate,Brexit",7,61
12nov2016,"12-11-2016","Other",18,61
13nov2016,"13-11-2016","Brexit Business",3,80
13nov2016,"13-11-2016","Brexit Business,Brexit Politics",4,80
13nov2016,"13-11-2016","Brexit Other",8,80
13nov2016,"13-11-2016","Brexit Politics",2,80
13nov2016,"13-11-2016","Climate",21,80
13nov2016,"13-11-2016","Climate,Brexit",10,80
13nov2016,"13-11-2016","Other",32,80
14nov2016,"14-11-2016","Brexit Business",2,126
14nov2016,"14-11-2016","Brexit Business,Brexit Politics",1,126
14nov2016,"14-11-2016","Brexit Other",19,126
14nov2016,"14-11-2016","Brexit Politics",8,126
14nov2016,"14-11-2016","Brexit Politics,Brexit Immigration",2,126
14nov2016,"14-11-2016","Climate",42,126
14nov2016,"14-11-2016","Climate,Brexit",14,126
14nov2016,"14-11-2016","Other",38,126
15nov2016,"15-11-2016","Brexit Business",9,135
15nov2016,"15-11-2016","Brexit Immigration",1,135
15nov2016,"15-11-2016","Brexit Other",32,135
15nov2016,"15-11-2016","Brexit Politics",19,135
15nov2016,"15-11-2016","Climate",23,135
15nov2016,"15-11-2016","Climate,Brexit",8,135
15nov2016,"15-11-2016","Other",43,135
16nov2016,"16-11-2016","Brexit Business",8,142
16nov2016,"16-11-2016","Brexit Business,Brexit Politics",2,142
16nov2016,"16-11-2016","Brexit Immigration",1,142
16nov2016,"16-11-2016","Brexit Other",25,142
16nov2016,"16-11-2016","Brexit Politics",16,142
16nov2016,"16-11-2016","Climate",31,142
16nov2016,"16-11-2016","Climate,Brexit",7,142
16nov2016,"16-11-2016","Other",52,142
17nov2016,"17-11-2016","Brexit Business",4,137
17nov2016,"17-11-2016","Brexit Immigration",1,137
17nov2016,"17-11-2016","Brexit Other",22,137
17nov2016,"17-11-2016","Brexit Politics",14,137
17nov2016,"17-11-2016","Climate",32,137
17nov2016,"17-11-2016","Climate,Brexit",7,137
17nov2016,"17-11-2016","Other",57,137
18nov2016,"18-11-2016","Brexit Business",5,112
18nov2016,"18-11-2016","Brexit Business,Brexit Immigration",1,112
18nov2016,"18-11-2016","Brexit Other",27,112
18nov2016,"18-11-2016","Brexit Politics",6,112
18nov2016,"18-11-2016","Climate",21,112
18nov2016,"18-11-2016","Climate,Brexit",4,112
18nov2016,"18-11-2016","Other",48,112
19nov2016,"19-11-2016","Brexit Business,Brexit Politics",1,68
19nov2016,"19-11-2016","Brexit Immigration",1,68
19nov2016,"19-11-2016","Brexit Other",18,68
19nov2016,"19-11-2016","Brexit Politics",5,68
19nov2016,"19-11-2016","Climate",13,68
19nov2016,"19-11-2016","Climate,Brexit",7,68
19nov2016,"19-11-2016","Other",23,68
20nov2016,"20-11-2016","Brexit Other",17,65
20nov2016,"20-11-2016","Brexit Politics",9,65
20nov2016,"20-11-2016","Climate",13,65
20nov2016,"20-11-2016","Climate,Brexit",3,65
20nov2016,"20-11-2016","Other",23,65
21nov2016,"21-11-2016","Brexit Business",6,121
21nov2016,"21-11-2016","Brexit Business,Brexit Politics",1,121
21nov2016,"21-11-2016","Brexit Other",29,121
21nov2016,"21-11-2016","Brexit Politics",10,121
21nov2016,"21-11-2016","Climate",17,121
21nov2016,"21-11-2016","Climate,Brexit",12,121
21nov2016,"21-11-2016","Other",46,121
22nov2016,"22-11-2016","Brexit Business",3,122
22nov2016,"22-11-2016","Brexit Business,Brexit Politics",5,122
22nov2016,"22-11-2016","Brexit Other",28,122
22nov2016,"22-11-2016","Brexit Politics",12,122
22nov2016,"22-11-2016","Climate",23,122
22nov2016,"22-11-2016","Climate,Brexit",9,122
22nov2016,"22-11-2016","Other",42,122
23nov2016,"23-11-2016","Brexit Business",11,135
23nov2016,"23-11-2016","Brexit Business,Brexit Politics",1,135
23nov2016,"23-11-2016","Brexit Immigration",1,135
23nov2016,"23-11-2016","Brexit Other",24,135
23nov2016,"23-11-2016","Brexit Politics",10,135
23nov2016,"23-11-2016","Brexit Politics,Brexit Immigration",1,135
23nov2016,"23-11-2016","Climate",28,135
23nov2016,"23-11-2016","Climate,Brexit",12,135
23nov2016,"23-11-2016","Other",47,135
24nov2016,"24-11-2016","Brexit Business",13,130
24nov2016,"24-11-2016","Brexit Business,Brexit Politics",3,130
24nov2016,"24-11-2016","Brexit Other",18,130
24nov2016,"24-11-2016","Brexit Politics",10,130
24nov2016,"24-11-2016","Climate",22,130
24nov2016,"24-11-2016","Climate,Brexit",17,130
24nov2016,"24-11-2016","Other",47,130
25nov2016,"25-11-2016","Brexit Business",6,105
25nov2016,"25-11-2016","Brexit Business,Brexit Politics",5,105
25nov2016,"25-11-2016","Brexit Other",19,105
25nov2016,"25-11-2016","Brexit Politics",9,105
25nov2016,"25-11-2016","Brexit Politics,Brexit Immigration",1,105
25nov2016,"25-11-2016","Climate",15,105
25nov2016,"25-11-2016","Climate,Brexit",10,105
25nov2016,"25-11-2016","Other",40,105
26nov2016,"26-11-2016","Brexit Business",1,69
26nov2016,"26-11-2016","Brexit Business,Brexit Politics",1,69
26nov2016,"26-11-2016","Brexit Other",12,69
26nov2016,"26-11-2016","Brexit Politics",11,69
26nov2016,"26-11-2016","Climate",9,69
26nov2016,"26-11-2016","Climate,Brexit",6,69
26nov2016,"26-11-2016","Other",29,69
27nov2016,"27-11-2016","Brexit Business",1,83
27nov2016,"27-11-2016","Brexit Business,Brexit Politics",1,83
27nov2016,"27-11-2016","Brexit Other",18,83
27nov2016,"27-11-2016","Brexit Politics",8,83
27nov2016,"27-11-2016","Climate",10,83
27nov2016,"27-11-2016","Climate,Brexit",8,83
27nov2016,"27-11-2016","Other",37,83
28nov2016,"28-11-2016","Brexit Business",14,147
28nov2016,"28-11-2016","Brexit Business,Brexit Politics",7,147
28nov2016,"28-11-2016","Brexit Immigration",1,147
28nov2016,"28-11-2016","Brexit Other",28,147
28nov2016,"28-11-2016","Brexit Politics",14,147
28nov2016,"28-11-2016","Climate",25,147
28nov2016,"28-11-2016","Climate,Brexit",8,147
28nov2016,"28-11-2016","Other",50,147
29nov2016,"29-11-2016","Brexit Business",4,107
29nov2016,"29-11-2016","Brexit Business,Brexit Politics",1,107
29nov2016,"29-11-2016","Brexit Immigration",1,107
29nov2016,"29-11-2016","Brexit Other",31,107
29nov2016,"29-11-2016","Brexit Politics",13,107
29nov2016,"29-11-2016","Climate",15,107
29nov2016,"29-11-2016","Climate,Brexit",8,107
29nov2016,"29-11-2016","Other",34,107
30nov2016,"30-11-2016","Brexit Business",7,114
30nov2016,"30-11-2016","Brexit Business,Brexit Politics",3,114
30nov2016,"30-11-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,114
30nov2016,"30-11-2016","Brexit Immigration",8,114
30nov2016,"30-11-2016","Brexit Other",22,114
30nov2016,"30-11-2016","Brexit Politics",20,114
30nov2016,"30-11-2016","Brexit Politics,Brexit Immigration",1,114
30nov2016,"30-11-2016","Climate",11,114
30nov2016,"30-11-2016","Climate,Brexit",7,114
30nov2016,"30-11-2016","Other",34,114
01dec2016,"1-12-2016","Brexit Business",10,138
01dec2016,"1-12-2016","Brexit Business,Brexit Politics",6,138
01dec2016,"1-12-2016","Brexit Immigration",5,138
01dec2016,"1-12-2016","Brexit Other",20,138
01dec2016,"1-12-2016","Brexit Politics",13,138
01dec2016,"1-12-2016","Climate",18,138
01dec2016,"1-12-2016","Climate,Brexit",11,138
01dec2016,"1-12-2016","Other",55,138
02dec2016,"2-12-2016","Brexit Business",4,141
02dec2016,"2-12-2016","Brexit Business,Brexit Politics",1,141
02dec2016,"2-12-2016","Brexit Other",31,141
02dec2016,"2-12-2016","Brexit Politics",24,141
02dec2016,"2-12-2016","Climate",17,141
02dec2016,"2-12-2016","Climate,Brexit",6,141
02dec2016,"2-12-2016","Other",58,141
03dec2016,"3-12-2016","Brexit Business",2,79
03dec2016,"3-12-2016","Brexit Business,Brexit Immigration",1,79
03dec2016,"3-12-2016","Brexit Business,Brexit Politics",1,79
03dec2016,"3-12-2016","Brexit Other",13,79
03dec2016,"3-12-2016","Brexit Politics",8,79
03dec2016,"3-12-2016","Climate",10,79
03dec2016,"3-12-2016","Climate,Brexit",3,79
03dec2016,"3-12-2016","Other",41,79
04dec2016,"4-12-2016","Brexit Business",2,82
04dec2016,"4-12-2016","Brexit Business,Brexit Politics",1,82
04dec2016,"4-12-2016","Brexit Immigration",2,82
04dec2016,"4-12-2016","Brexit Other",11,82
04dec2016,"4-12-2016","Brexit Politics",11,82
04dec2016,"4-12-2016","Climate",6,82
04dec2016,"4-12-2016","Climate,Brexit",6,82
04dec2016,"4-12-2016","Other",43,82
05dec2016,"5-12-2016","Brexit Business",6,152
05dec2016,"5-12-2016","Brexit Business,Brexit Politics",2,152
05dec2016,"5-12-2016","Brexit Immigration",3,152
05dec2016,"5-12-2016","Brexit Other",34,152
05dec2016,"5-12-2016","Brexit Politics",16,152
05dec2016,"5-12-2016","Brexit Politics,Brexit Immigration",1,152
05dec2016,"5-12-2016","Climate",22,152
05dec2016,"5-12-2016","Climate,Brexit",19,152
05dec2016,"5-12-2016","Other",49,152
06dec2016,"6-12-2016","Brexit Business",6,128
06dec2016,"6-12-2016","Brexit Business,Brexit Immigration",1,128
06dec2016,"6-12-2016","Brexit Business,Brexit Politics",2,128
06dec2016,"6-12-2016","Brexit Other",31,128
06dec2016,"6-12-2016","Brexit Politics",19,128
06dec2016,"6-12-2016","Climate",15,128
06dec2016,"6-12-2016","Climate,Brexit",5,128
06dec2016,"6-12-2016","Other",49,128
07dec2016,"7-12-2016","Brexit Business",4,149
07dec2016,"7-12-2016","Brexit Business,Brexit Politics",2,149
07dec2016,"7-12-2016","Brexit Other",35,149
07dec2016,"7-12-2016","Brexit Politics",19,149
07dec2016,"7-12-2016","Climate",26,149
07dec2016,"7-12-2016","Climate,Brexit",4,149
07dec2016,"7-12-2016","Other",59,149
08dec2016,"8-12-2016","Brexit Business",7,138
08dec2016,"8-12-2016","Brexit Immigration",3,138
08dec2016,"8-12-2016","Brexit Other",26,138
08dec2016,"8-12-2016","Brexit Politics",12,138
08dec2016,"8-12-2016","Climate",18,138
08dec2016,"8-12-2016","Climate,Brexit",7,138
08dec2016,"8-12-2016","Other",65,138
09dec2016,"9-12-2016","Brexit Business",5,113
09dec2016,"9-12-2016","Brexit Business,Brexit Politics",2,113
09dec2016,"9-12-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,113
09dec2016,"9-12-2016","Brexit Immigration",3,113
09dec2016,"9-12-2016","Brexit Other",26,113
09dec2016,"9-12-2016","Brexit Politics",7,113
09dec2016,"9-12-2016","Climate",21,113
09dec2016,"9-12-2016","Climate,Brexit",3,113
09dec2016,"9-12-2016","Other",45,113
10dec2016,"10-12-2016","Brexit Business",4,54
10dec2016,"10-12-2016","Brexit Other",8,54
10dec2016,"10-12-2016","Brexit Politics",8,54
10dec2016,"10-12-2016","Brexit Politics,Brexit Immigration",1,54
10dec2016,"10-12-2016","Climate",11,54
10dec2016,"10-12-2016","Climate,Brexit",1,54
10dec2016,"10-12-2016","Other",21,54
11dec2016,"11-12-2016","",1,67
11dec2016,"11-12-2016","Brexit Business",2,67
11dec2016,"11-12-2016","Brexit Other",18,67
11dec2016,"11-12-2016","Brexit Politics",8,67
11dec2016,"11-12-2016","Climate",7,67
11dec2016,"11-12-2016","Climate,Brexit",4,67
11dec2016,"11-12-2016","Other",27,67
12dec2016,"12-12-2016","Brexit Business",7,103
12dec2016,"12-12-2016","Brexit Business,Brexit Politics",2,103
12dec2016,"12-12-2016","Brexit Immigration",4,103
12dec2016,"12-12-2016","Brexit Other",24,103
12dec2016,"12-12-2016","Brexit Politics",10,103
12dec2016,"12-12-2016","Climate",20,103
12dec2016,"12-12-2016","Climate,Brexit",4,103
12dec2016,"12-12-2016","Other",32,103
13dec2016,"13-12-2016","Brexit Business",3,94
13dec2016,"13-12-2016","Brexit Business,Brexit Politics",3,94
13dec2016,"13-12-2016","Brexit Immigration",1,94
13dec2016,"13-12-2016","Brexit Other",17,94
13dec2016,"13-12-2016","Brexit Politics",12,94
13dec2016,"13-12-2016","Brexit Politics,Brexit Immigration",1,94
13dec2016,"13-12-2016","Climate",23,94
13dec2016,"13-12-2016","Climate,Brexit",2,94
13dec2016,"13-12-2016","Other",32,94
14dec2016,"14-12-2016","Brexit Business",9,93
14dec2016,"14-12-2016","Brexit Business,Brexit Immigration",1,93
14dec2016,"14-12-2016","Brexit Business,Brexit Politics",5,93
14dec2016,"14-12-2016","Brexit Immigration",1,93
14dec2016,"14-12-2016","Brexit Other",19,93
14dec2016,"14-12-2016","Brexit Politics",8,93
14dec2016,"14-12-2016","Climate",13,93
14dec2016,"14-12-2016","Climate,Brexit",4,93
14dec2016,"14-12-2016","Other",33,93
15dec2016,"15-12-2016","Brexit Business",4,111
15dec2016,"15-12-2016","Brexit Business,Brexit Politics",2,111
15dec2016,"15-12-2016","Brexit Immigration",4,111
15dec2016,"15-12-2016","Brexit Other",26,111
15dec2016,"15-12-2016","Brexit Politics",17,111
15dec2016,"15-12-2016","Brexit Politics,Brexit Immigration",2,111
15dec2016,"15-12-2016","Climate",8,111
15dec2016,"15-12-2016","Climate,Brexit",8,111
15dec2016,"15-12-2016","Other",40,111
16dec2016,"16-12-2016","Brexit Business",7,106
16dec2016,"16-12-2016","Brexit Business,Brexit Politics",2,106
16dec2016,"16-12-2016","Brexit Other",27,106
16dec2016,"16-12-2016","Brexit Politics",6,106
16dec2016,"16-12-2016","Climate",15,106
16dec2016,"16-12-2016","Climate,Brexit",4,106
16dec2016,"16-12-2016","Other",45,106
17dec2016,"17-12-2016","Brexit Business",2,44
17dec2016,"17-12-2016","Brexit Immigration",1,44
17dec2016,"17-12-2016","Brexit Other",8,44
17dec2016,"17-12-2016","Brexit Politics",4,44
17dec2016,"17-12-2016","Brexit Politics,Brexit Immigration",1,44
17dec2016,"17-12-2016","Climate",4,44
17dec2016,"17-12-2016","Other",24,44
18dec2016,"18-12-2016","Brexit Business",1,52
18dec2016,"18-12-2016","Brexit Business,Brexit Politics",2,52
18dec2016,"18-12-2016","Brexit Other",17,52
18dec2016,"18-12-2016","Brexit Politics",2,52
18dec2016,"18-12-2016","Climate",4,52
18dec2016,"18-12-2016","Climate,Brexit",5,52
18dec2016,"18-12-2016","Other",21,52
19dec2016,"19-12-2016","Brexit Business",6,92
19dec2016,"19-12-2016","Brexit Immigration",2,92
19dec2016,"19-12-2016","Brexit Other",20,92
19dec2016,"19-12-2016","Brexit Politics",12,92
19dec2016,"19-12-2016","Climate",6,92
19dec2016,"19-12-2016","Climate,Brexit",4,92
19dec2016,"19-12-2016","Other",42,92
20dec2016,"20-12-2016","Brexit Business",5,91
20dec2016,"20-12-2016","Brexit Other",14,91
20dec2016,"20-12-2016","Brexit Politics",6,91
20dec2016,"20-12-2016","Climate",12,91
20dec2016,"20-12-2016","Climate,Brexit",8,91
20dec2016,"20-12-2016","Other",46,91
21dec2016,"21-12-2016","Brexit Business",1,80
21dec2016,"21-12-2016","Brexit Business,Brexit Politics",2,80
21dec2016,"21-12-2016","Brexit Immigration",1,80
21dec2016,"21-12-2016","Brexit Other",12,80
21dec2016,"21-12-2016","Brexit Politics",11,80
21dec2016,"21-12-2016","Climate",15,80
21dec2016,"21-12-2016","Climate,Brexit",5,80
21dec2016,"21-12-2016","Other",33,80
22dec2016,"22-12-2016","Brexit Business",7,69
22dec2016,"22-12-2016","Brexit Business,Brexit Politics",1,69
22dec2016,"22-12-2016","Brexit Other",15,69
22dec2016,"22-12-2016","Brexit Politics",2,69
22dec2016,"22-12-2016","Climate",11,69
22dec2016,"22-12-2016","Climate,Brexit",5,69
22dec2016,"22-12-2016","Other",28,69
23dec2016,"23-12-2016","Brexit Business",4,63
23dec2016,"23-12-2016","Brexit Business,Brexit Politics",1,63
23dec2016,"23-12-2016","Brexit Other",10,63
23dec2016,"23-12-2016","Brexit Politics",4,63
23dec2016,"23-12-2016","Climate",13,63
23dec2016,"23-12-2016","Climate,Brexit",6,63
23dec2016,"23-12-2016","Other",25,63
24dec2016,"24-12-2016","Brexit Business",2,31
24dec2016,"24-12-2016","Brexit Other",8,31
24dec2016,"24-12-2016","Brexit Politics",1,31
24dec2016,"24-12-2016","Climate",3,31
24dec2016,"24-12-2016","Climate,Brexit",3,31
24dec2016,"24-12-2016","Other",14,31
25dec2016,"25-12-2016","Brexit Business",2,24
25dec2016,"25-12-2016","Brexit Other",4,24
25dec2016,"25-12-2016","Climate",6,24
25dec2016,"25-12-2016","Climate,Brexit",1,24
25dec2016,"25-12-2016","Other",11,24
26dec2016,"26-12-2016","Brexit Business",3,35
26dec2016,"26-12-2016","Brexit Business,Brexit Politics",2,35
26dec2016,"26-12-2016","Brexit Other",6,35
26dec2016,"26-12-2016","Climate",4,35
26dec2016,"26-12-2016","Climate,Brexit",6,35
26dec2016,"26-12-2016","Other",14,35
27dec2016,"27-12-2016","Brexit Business",4,48
27dec2016,"27-12-2016","Brexit Other",14,48
27dec2016,"27-12-2016","Brexit Politics",3,48
