date1,date,newspaper,headline_classification,stories,polarityheadline,subjectivityheadline,total_stories
14dec2016,"14-12-2016","Express","Brexit Business",2,0,0,46
14dec2016,"14-12-2016","Express","Brexit Business,Brexit Immigration",1,0,0,46
14dec2016,"14-12-2016","Express","Brexit Business,Brexit Politics",1,0,.1,46
14dec2016,"14-12-2016","Express","Brexit Immigration",1,-.1625,.7,46
14dec2016,"14-12-2016","Express","Brexit Other",15,-.05526094,.46015152,46
14dec2016,"14-12-2016","Express","Brexit Politics",4,.32142857,.41517857,46
14dec2016,"14-12-2016","Express","Climate",5,.12363636,.23545455,46
14dec2016,"14-12-2016","Express","Climate,Brexit",1,0,0,46
14dec2016,"14-12-2016","Express","Other",16,-.009375,.18541667,46
14dec2016,"14-12-2016","The Guardian","Climate,Brexit",1,.33333333,.5,1
14dec2016,"14-12-2016","The Independent","Brexit Business",2,.25,.45,20
14dec2016,"14-12-2016","The Independent","Brexit Business,Brexit Politics",1,0,0,20
14dec2016,"14-12-2016","The Independent","Brexit Other",2,0,0,20
14dec2016,"14-12-2016","The Independent","Brexit Politics",3,0,0,20
14dec2016,"14-12-2016","The Independent","Climate",6,.06111111,.11666667,20
14dec2016,"14-12-2016","The Independent","Climate,Brexit",1,0,.85,20
14dec2016,"14-12-2016","The Independent","Other",5,.12727273,.24090909,20
14dec2016,"14-12-2016","The Times","Brexit Business",2,0,.075,10
14dec2016,"14-12-2016","The Times","Brexit Business,Brexit Politics",1,-.3,.5,10
14dec2016,"14-12-2016","The Times","Brexit Other",2,.16666667,.25,10
14dec2016,"14-12-2016","The Times","Other",5,-.1,.13333333,10
15dec2016,"15-12-2016","Daily Mail","Brexit Other",4,.0125,.325,16
15dec2016,"15-12-2016","Daily Mail","Brexit Politics",1,0,0,16
15dec2016,"15-12-2016","Daily Mail","Climate",1,.13636364,.45454545,16
15dec2016,"15-12-2016","Daily Mail","Other",10,.00553571,.36102381,16
15dec2016,"15-12-2016","Evening Standard","Brexit Business",1,0,0,3
15dec2016,"15-12-2016","Evening Standard","Brexit Other",1,0,0,3
15dec2016,"15-12-2016","Evening Standard","Other",1,-.5,.3,3
15dec2016,"15-12-2016","Express","Brexit Business",1,0,0,48
15dec2016,"15-12-2016","Express","Brexit Business,Brexit Politics",2,.4,.375,48
15dec2016,"15-12-2016","Express","Brexit Immigration",3,.13333333,.26666667,48
15dec2016,"15-12-2016","Express","Brexit Other",12,-.07916667,.40763889,48
15dec2016,"15-12-2016","Express","Brexit Politics",7,.11133787,.28639456,48
15dec2016,"15-12-2016","Express","Brexit Politics,Brexit Immigration",1,0,0,48
15dec2016,"15-12-2016","Express","Climate",5,.02,.52,48
15dec2016,"15-12-2016","Express","Climate,Brexit",2,.11262626,.42449495,48
15dec2016,"15-12-2016","Express","Other",15,.02535402,.3209543,48
15dec2016,"15-12-2016","The Independent","Brexit Business",2,-.15,.95,23
15dec2016,"15-12-2016","The Independent","Brexit Immigration",1,.1,.1,23
15dec2016,"15-12-2016","The Independent","Brexit Other",8,.08484848,.14393939,23
15dec2016,"15-12-2016","The Independent","Brexit Politics",6,.0087963,.26805556,23
15dec2016,"15-12-2016","The Independent","Climate",1,0,0,23
15dec2016,"15-12-2016","The Independent","Climate,Brexit",4,-.22222222,.31388889,23
15dec2016,"15-12-2016","The Independent","Other",1,.01166667,.305,23
15dec2016,"15-12-2016","The Times","Brexit Other",1,0,0,21
15dec2016,"15-12-2016","The Times","Brexit Politics",3,-.26666667,.26666667,21
15dec2016,"15-12-2016","The Times","Brexit Politics,Brexit Immigration",1,0,0,21
15dec2016,"15-12-2016","The Times","Climate",1,0,0,21
15dec2016,"15-12-2016","The Times","Climate,Brexit",2,.025,.1,21
15dec2016,"15-12-2016","The Times","Other",13,-.01923077,.15576923,21
16dec2016,"16-12-2016","Daily Mail","Brexit Other",4,.09659091,.2219697,12
16dec2016,"16-12-2016","Daily Mail","Brexit Politics",1,.25,.2,12
16dec2016,"16-12-2016","Daily Mail","Climate",4,.1375,.275,12
16dec2016,"16-12-2016","Daily Mail","Other",3,-.13333333,.35555556,12
16dec2016,"16-12-2016","Evening Standard","Brexit Other",2,.225,.375,4
16dec2016,"16-12-2016","Evening Standard","Other",2,.01041667,.18333333,4
16dec2016,"16-12-2016","Express","Brexit Business",5,.09569048,.62359524,54
16dec2016,"16-12-2016","Express","Brexit Business,Brexit Politics",1,.25,.275,54
16dec2016,"16-12-2016","Express","Brexit Other",12,-.02280934,.25880682,54
16dec2016,"16-12-2016","Express","Brexit Politics",4,.0125,.2,54
16dec2016,"16-12-2016","Express","Climate",9,-.02637486,.15735129,54
16dec2016,"16-12-2016","Express","Climate,Brexit",3,.06426768,.2040404,54
16dec2016,"16-12-2016","Express","Other",20,.04143519,.4362037,54
16dec2016,"16-12-2016","The Guardian","Brexit Other",1,-.1,.3,4
16dec2016,"16-12-2016","The Guardian","Climate,Brexit",1,0,0,4
16dec2016,"16-12-2016","The Guardian","Other",2,0,0,4
16dec2016,"16-12-2016","The Independent","Brexit Business,Brexit Politics",1,-.08333333,.08333333,11
16dec2016,"16-12-2016","The Independent","Brexit Other",6,.12685185,.28611111,11
16dec2016,"16-12-2016","The Independent","Climate",2,0,0,11
16dec2016,"16-12-2016","The Independent","Other",2,0,0,11
16dec2016,"16-12-2016","The Times","Brexit Business",2,0,.125,21
16dec2016,"16-12-2016","The Times","Brexit Other",2,.009375,.08541667,21
16dec2016,"16-12-2016","The Times","Brexit Politics",1,0,0,21
16dec2016,"16-12-2016","The Times","Other",16,.03422619,.18392857,21
17dec2016,"17-12-2016","Daily Mail","Brexit Other",1,.25,.25,7
17dec2016,"17-12-2016","Daily Mail","Brexit Politics",2,0,.25,7
17dec2016,"17-12-2016","Daily Mail","Climate",1,-.3625,.5875,7
17dec2016,"17-12-2016","Daily Mail","Other",3,.21038961,.39574315,7
17dec2016,"17-12-2016","Evening Standard","Brexit Other",1,0,0,1
17dec2016,"17-12-2016","Express","Brexit Immigration",1,-.5,.9,19
17dec2016,"17-12-2016","Express","Brexit Other",3,-.35,.58333333,19
17dec2016,"17-12-2016","Express","Brexit Politics",1,.2,.95,19
17dec2016,"17-12-2016","Express","Brexit Politics,Brexit Immigration",1,0,0,19
17dec2016,"17-12-2016","Express","Climate",2,.175,.325,19
17dec2016,"17-12-2016","Express","Other",11,-.08016529,.28126722,19
17dec2016,"17-12-2016","The Guardian","Other",2,-.35,.33333333,2
17dec2016,"17-12-2016","The Independent","Brexit Business",1,0,0,3
17dec2016,"17-12-2016","The Independent","Other",2,-.05,.475,3
17dec2016,"17-12-2016","The Times","Brexit Business",1,0,0,12
17dec2016,"17-12-2016","The Times","Brexit Other",3,0,0,12
17dec2016,"17-12-2016","The Times","Brexit Politics",1,.1,.3,12
17dec2016,"17-12-2016","The Times","Climate",1,0,0,12
17dec2016,"17-12-2016","The Times","Other",6,.05833333,.10833333,12
18dec2016,"18-12-2016","Daily Mail","Brexit Other",3,-.01338384,.12853535,6
18dec2016,"18-12-2016","Daily Mail","Brexit Politics",1,-.075,.51666667,6
18dec2016,"18-12-2016","Daily Mail","Climate,Brexit",1,0,0,6
18dec2016,"18-12-2016","Daily Mail","Other",1,-1,1,6
18dec2016,"18-12-2016","Evening Standard","Brexit Business",1,0,0,1
18dec2016,"18-12-2016","Express","Brexit Other",6,.08194444,.17777778,17
18dec2016,"18-12-2016","Express","Brexit Politics",1,0,0,17
18dec2016,"18-12-2016","Express","Climate",1,0,0,17
18dec2016,"18-12-2016","Express","Climate,Brexit",3,.08333333,.08333333,17
18dec2016,"18-12-2016","Express","Other",6,-.09940476,.41626984,17
18dec2016,"18-12-2016","The Guardian","Other",2,0,0,2
18dec2016,"18-12-2016","The Independent","Brexit Business,Brexit Politics",1,-.07142857,.21428571,6
18dec2016,"18-12-2016","The Independent","Brexit Other",3,0,.03333333,6
18dec2016,"18-12-2016","The Independent","Climate,Brexit",1,.11111111,.52222222,6
18dec2016,"18-12-2016","The Independent","Other",1,0,0,6
18dec2016,"18-12-2016","The Times","Brexit Business,Brexit Politics",1,0,0,20
18dec2016,"18-12-2016","The Times","Brexit Other",5,-.10833333,.15833333,20
18dec2016,"18-12-2016","The Times","Climate",3,.11666667,.2,20
18dec2016,"18-12-2016","The Times","Other",11,.04393939,.12575758,20
19dec2016,"19-12-2016","Daily Mail","Brexit Business",1,0,0,13
19dec2016,"19-12-2016","Daily Mail","Brexit Immigration",1,0,0,13
19dec2016,"19-12-2016","Daily Mail","Brexit Other",1,-.6,1,13
19dec2016,"19-12-2016","Daily Mail","Brexit Politics",2,0,0,13
19dec2016,"19-12-2016","Daily Mail","Climate",1,-.18787879,.41818182,13
19dec2016,"19-12-2016","Daily Mail","Climate,Brexit",2,.06082251,.30313853,13
19dec2016,"19-12-2016","Daily Mail","Other",5,0,.11333333,13
19dec2016,"19-12-2016","Evening Standard","Brexit Business",1,0,0,3
19dec2016,"19-12-2016","Evening Standard","Brexit Politics",1,.13636364,.45454545,3
19dec2016,"19-12-2016","Evening Standard","Climate",1,-.2,0,3
19dec2016,"19-12-2016","Express","Brexit Business",2,-.1,0,47
19dec2016,"19-12-2016","Express","Brexit Immigration",1,0,0,47
19dec2016,"19-12-2016","Express","Brexit Other",10,-.0175,.11333333,47
19dec2016,"19-12-2016","Express","Brexit Politics",6,-.00925926,.18055556,47
19dec2016,"19-12-2016","Express","Climate",3,.16666667,.16666667,47
19dec2016,"19-12-2016","Express","Climate,Brexit",2,0,.5,47
19dec2016,"19-12-2016","Express","Other",23,.01537738,.15940147,47
19dec2016,"19-12-2016","The Guardian","Brexit Politics",1,0,0,2
19dec2016,"19-12-2016","The Guardian","Other",1,.03333333,.06666667,2
19dec2016,"19-12-2016","The Independent","Brexit Business",1,-.07835498,.28961039,9
19dec2016,"19-12-2016","The Independent","Brexit Other",4,-.00729167,.10104167,9
19dec2016,"19-12-2016","The Independent","Brexit Politics",1,-.25,.75,9
19dec2016,"19-12-2016","The Independent","Climate",1,0,.1,9
19dec2016,"19-12-2016","The Independent","Other",2,.07142857,.13392857,9
19dec2016,"19-12-2016","The Times","Brexit Business",1,0,0,18
19dec2016,"19-12-2016","The Times","Brexit Other",5,-.05166667,.23833333,18
19dec2016,"19-12-2016","The Times","Brexit Politics",1,0,0,18
19dec2016,"19-12-2016","The Times","Other",11,.04886364,.0875,18
20dec2016,"20-12-2016","Daily Mail","Brexit Business",1,-.12380952,.13809524,14
20dec2016,"20-12-2016","Daily Mail","Brexit Other",2,.125,.375,14
20dec2016,"20-12-2016","Daily Mail","Climate",7,.04540645,.29059644,14
20dec2016,"20-12-2016","Daily Mail","Other",4,-.12402597,.42142857,14
20dec2016,"20-12-2016","Evening Standard","Other",4,.034375,.265625,4
20dec2016,"20-12-2016","Express","Brexit Other",3,.11904762,.52797619,40
20dec2016,"20-12-2016","Express","Brexit Politics",4,.1,.25,40
20dec2016,"20-12-2016","Express","Climate",4,.10416667,.125,40
20dec2016,"20-12-2016","Express","Climate,Brexit",7,-.06213324,.36771284,40
20dec2016,"20-12-2016","Express","Other",22,-.01695494,.20378837,40
20dec2016,"20-12-2016","The Independent","Brexit Business",3,.13888889,.16666667,18
20dec2016,"20-12-2016","The Independent","Brexit Other",6,.08333333,.41666667,18
20dec2016,"20-12-2016","The Independent","Brexit Politics",2,.08484848,.41060606,18
20dec2016,"20-12-2016","The Independent","Climate",1,-.12606061,.51333333,18
20dec2016,"20-12-2016","The Independent","Climate,Brexit",1,-.1,.55,18
20dec2016,"20-12-2016","The Independent","Other",5,.02571429,.12285714,18
20dec2016,"20-12-2016","The Times","Brexit Business",1,-.5,.3,15
20dec2016,"20-12-2016","The Times","Brexit Other",3,0,0,15
20dec2016,"20-12-2016","The Times","Other",11,.02774892,.17766234,15
21dec2016,"21-12-2016","Daily Mail","Brexit Other",2,.225,.275,18
21dec2016,"21-12-2016","Daily Mail","Brexit Politics",5,.015,.16333333,18
21dec2016,"21-12-2016","Daily Mail","Climate",5,.21333333,.59166667,18
21dec2016,"21-12-2016","Daily Mail","Climate,Brexit",2,-.125,.125,18
21dec2016,"21-12-2016","Daily Mail","Other",4,.078125,.25,18
21dec2016,"21-12-2016","Evening Standard","Brexit Other",1,.5,.5,6
21dec2016,"21-12-2016","Evening Standard","Climate",1,.28571429,.53571429,6
21dec2016,"21-12-2016","Evening Standard","Other",4,.25875,.41625,6
21dec2016,"21-12-2016","Express","Brexit Business,Brexit Politics",1,.15,.45,31
21dec2016,"21-12-2016","Express","Brexit Immigration",1,.25,.25,31
21dec2016,"21-12-2016","Express","Brexit Other",8,.12829861,.23003472,31
21dec2016,"21-12-2016","Express","Brexit Politics",4,.2625,.3375,31
21dec2016,"21-12-2016","Express","Climate",3,.26666667,.48333333,31
21dec2016,"21-12-2016","Express","Climate,Brexit",2,-.4,.5,31
21dec2016,"21-12-2016","Express","Other",12,.03332732,.31579786,31
21dec2016,"21-12-2016","The Independent","Brexit Business,Brexit Politics",1,.05,.25,9
21dec2016,"21-12-2016","The Independent","Brexit Politics",1,.075,.45,9
21dec2016,"21-12-2016","The Independent","Climate",4,0,.08333333,9
21dec2016,"21-12-2016","The Independent","Other",3,-.14259259,.25555556,9
21dec2016,"21-12-2016","The Times","Brexit Business",1,.1,.7,16
21dec2016,"21-12-2016","The Times","Brexit Other",1,0,0,16
21dec2016,"21-12-2016","The Times","Brexit Politics",1,0,0,16
21dec2016,"21-12-2016","The Times","Climate",2,.3125,.43333333,16
21dec2016,"21-12-2016","The Times","Climate,Brexit",1,0,0,16
21dec2016,"21-12-2016","The Times","Other",10,.00279762,.21625,16
22dec2016,"22-12-2016","Daily Mail","Brexit Business",1,-.07142857,.21428571,8
22dec2016,"22-12-2016","Daily Mail","Climate",1,0,0,8
22dec2016,"22-12-2016","Daily Mail","Climate,Brexit",2,.02607143,.19107143,8
22dec2016,"22-12-2016","Daily Mail","Other",4,.03513889,.23152778,8
22dec2016,"22-12-2016","Evening Standard","Brexit Other",1,0,0,5
22dec2016,"22-12-2016","Evening Standard","Climate",1,0,0,5
22dec2016,"22-12-2016","Evening Standard","Other",3,.21666667,.45,5
22dec2016,"22-12-2016","Express","Brexit Business",5,.03,.27,30
22dec2016,"22-12-2016","Express","Brexit Business,Brexit Politics",1,-.075,.5125,30
22dec2016,"22-12-2016","Express","Brexit Other",5,-.02,.06,30
22dec2016,"22-12-2016","Express","Brexit Politics",2,.08333333,.13888889,30
22dec2016,"22-12-2016","Express","Climate",2,0,.0625,30
22dec2016,"22-12-2016","Express","Climate,Brexit",3,.03333333,.45,30
22dec2016,"22-12-2016","Express","Other",12,-.01979167,.325,30
22dec2016,"22-12-2016","The Guardian","Climate",1,.5,.5,1
22dec2016,"22-12-2016","The Independent","Brexit Other",3,0,.16666667,9
22dec2016,"22-12-2016","The Independent","Climate",4,.07083333,.15416667,9
22dec2016,"22-12-2016","The Independent","Other",2,.075,.26666667,9
22dec2016,"22-12-2016","The Times","Brexit Business",1,-.2,.4,16
22dec2016,"22-12-2016","The Times","Brexit Other",6,-.03560606,.14242424,16
22dec2016,"22-12-2016","The Times","Climate",2,.003125,.175,16
22dec2016,"22-12-2016","The Times","Other",7,.02922078,.0974026,16
23dec2016,"23-12-2016","Daily Mail","Brexit Other",1,.16666667,.53333333,14
23dec2016,"23-12-2016","Daily Mail","Climate",4,-.00340909,.32291667,14
23dec2016,"23-12-2016","Daily Mail","Climate,Brexit",2,.26049784,.48300866,14
23dec2016,"23-12-2016","Daily Mail","Other",7,.12616402,.44149471,14
23dec2016,"23-12-2016","Evening Standard","Brexit Business",1,-.75,.75,5
23dec2016,"23-12-2016","Evening Standard","Climate",1,0,0,5
23dec2016,"23-12-2016","Evening Standard","Other",3,0,0,5
23dec2016,"23-12-2016","Express","Brexit Business",1,0,0,20
23dec2016,"23-12-2016","Express","Brexit Business,Brexit Politics",1,-.15,.4,20
23dec2016,"23-12-2016","Express","Brexit Other",6,-.0287037,.30555556,20
23dec2016,"23-12-2016","Express","Brexit Politics",2,-.26136364,.64772727,20
23dec2016,"23-12-2016","Express","Climate",2,-.3125,.5,20
23dec2016,"23-12-2016","Express","Climate,Brexit",2,0,.5,20
23dec2016,"23-12-2016","Express","Other",6,.075,.18333333,20
23dec2016,"23-12-2016","The Independent","Brexit Business",2,.09375,.17777778,8
23dec2016,"23-12-2016","The Independent","Brexit Other",1,0,0,8
23dec2016,"23-12-2016","The Independent","Brexit Politics",1,-.7,.2,8
23dec2016,"23-12-2016","The Independent","Climate",1,.2,.1,8
23dec2016,"23-12-2016","The Independent","Climate,Brexit",1,.225,.71666667,8
23dec2016,"23-12-2016","The Independent","Other",2,-.1,.2625,8
23dec2016,"23-12-2016","The Times","Brexit Other",2,0,0,16
23dec2016,"23-12-2016","The Times","Brexit Politics",1,0,0,16
23dec2016,"23-12-2016","The Times","Climate",5,.00727273,.17090909,16
23dec2016,"23-12-2016","The Times","Climate,Brexit",1,0,0,16
23dec2016,"23-12-2016","The Times","Other",7,-.01666667,.13809524,16
24dec2016,"24-12-2016","Daily Mail","Climate",2,.01041667,.07291667,5
24dec2016,"24-12-2016","Daily Mail","Other",3,.20916667,.41166667,5
24dec2016,"24-12-2016","Evening Standard","Climate,Brexit",2,.0125,.28333333,3
24dec2016,"24-12-2016","Evening Standard","Other",1,0,0,3
24dec2016,"24-12-2016","Express","Brexit Business",2,.09166667,.175,10
24dec2016,"24-12-2016","Express","Brexit Other",4,.03579545,.14848485,10
24dec2016,"24-12-2016","Express","Brexit Politics",1,0,0,10
24dec2016,"24-12-2016","Express","Other",3,-.04047619,.07142857,10
24dec2016,"24-12-2016","The Guardian","Other",1,0,0,1
24dec2016,"24-12-2016","The Independent","Brexit Other",2,.36666667,.78333333,5
24dec2016,"24-12-2016","The Independent","Climate,Brexit",1,0,0,5
24dec2016,"24-12-2016","The Independent","Other",2,0,.25,5
24dec2016,"24-12-2016","The Times","Brexit Other",2,.15,.375,7
24dec2016,"24-12-2016","The Times","Climate",1,0,0,7
24dec2016,"24-12-2016","The Times","Other",4,.05,.05,7
25dec2016,"25-12-2016","Daily Mail","Climate",1,.33333333,.35555556,2
25dec2016,"25-12-2016","Daily Mail","Other",1,-.125,.125,2
25dec2016,"25-12-2016","Evening Standard","Other",1,-.6,.95,1
25dec2016,"25-12-2016","Express","Brexit Business",2,-.05,.05,11
25dec2016,"25-12-2016","Express","Brexit Other",2,.06818182,.22727273,11
25dec2016,"25-12-2016","Express","Climate",3,.02,.34666667,11
25dec2016,"25-12-2016","Express","Climate,Brexit",1,.5,.5,11
25dec2016,"25-12-2016","Express","Other",3,0,0,11
25dec2016,"25-12-2016","The Independent","Climate",1,0,0,2
25dec2016,"25-12-2016","The Independent","Other",1,0,0,2
25dec2016,"25-12-2016","The Times","Brexit Other",2,0,0,8
25dec2016,"25-12-2016","The Times","Climate",1,-.05,.75,8
25dec2016,"25-12-2016","The Times","Other",5,0,0,8
26dec2016,"26-12-2016","Daily Mail","Brexit Business",1,.01041667,.29375,4
26dec2016,"26-12-2016","Daily Mail","Climate",1,0,.1875,4
26dec2016,"26-12-2016","Daily Mail","Climate,Brexit",2,.14970238,.3952381,4
26dec2016,"26-12-2016","Evening Standard","Brexit Business,Brexit Politics",1,.25,.25,1
26dec2016,"26-12-2016","Express","Brexit Business",2,.1,.65,12
26dec2016,"26-12-2016","Express","Brexit Other",3,0,0,12
26dec2016,"26-12-2016","Express","Climate",1,-.1,.65,12
26dec2016,"26-12-2016","Express","Other",6,-.06805556,.41805556,12
26dec2016,"26-12-2016","The Guardian","Climate,Brexit",1,-.1,.4,1
26dec2016,"26-12-2016","The Independent","Brexit Business,Brexit Politics",1,0,0,7
26dec2016,"26-12-2016","The Independent","Brexit Other",1,0,0,7
26dec2016,"26-12-2016","The Independent","Climate,Brexit",2,.03013468,.15723906,7
26dec2016,"26-12-2016","The Independent","Other",3,-.03958333,.26666667,7
26dec2016,"26-12-2016","The Times","Brexit Other",2,0,0,10
26dec2016,"26-12-2016","The Times","Climate",2,-.25,.5,10
26dec2016,"26-12-2016","The Times","Climate,Brexit",1,0,0,10
26dec2016,"26-12-2016","The Times","Other",5,.05571429,.51285714,10
27dec2016,"27-12-2016","Daily Mail","Brexit Politics",2,.2,.36666667,9
27dec2016,"27-12-2016","Daily Mail","Climate",2,-.01666667,.49166667,9
27dec2016,"27-12-2016","Daily Mail","Climate,Brexit",1,0,0,9
27dec2016,"27-12-2016","Daily Mail","Other",4,.05,.2,9
27dec2016,"27-12-2016","Evening Standard","Climate",1,.25,.55,2
27dec2016,"27-12-2016","Evening Standard","Climate,Brexit",1,.36666667,.7,2
27dec2016,"27-12-2016","Express","Brexit Business",2,.06818182,.26060606,23
27dec2016,"27-12-2016","Express","Brexit Other",10,-.01916667,.52916667,23
27dec2016,"27-12-2016","Express","Climate",2,0,0,23
27dec2016,"27-12-2016","Express","Climate,Brexit",3,.03125,.19791667,23
27dec2016,"27-12-2016","Express","Other",6,.12559524,.38234127,23
27dec2016,"27-12-2016","The Guardian","Brexit Politics",1,.10416667,.52083333,2
27dec2016,"27-12-2016","The Guardian","Other",1,-.18181818,.57727273,2
27dec2016,"27-12-2016","The Independent","Brexit Business",1,-.29166667,.54166667,6
27dec2016,"27-12-2016","The Independent","Brexit Other",2,0,0,6
27dec2016,"27-12-2016","The Independent","Other",3,0,.125,6
27dec2016,"27-12-2016","The Times","Brexit Business",1,0,0,6
27dec2016,"27-12-2016","The Times","Brexit Other",2,.1,.2,6
27dec2016,"27-12-2016","The Times","Climate",3,0,0,6
28dec2016,"28-12-2016","Daily Mail","Brexit Business",1,.125,.175,9
28dec2016,"28-12-2016","Daily Mail","Brexit Other",2,-.15,.2375,9
28dec2016,"28-12-2016","Daily Mail","Brexit Politics",2,0,0,9
28dec2016,"28-12-2016","Daily Mail","Climate",1,-.178125,.421875,9
28dec2016,"28-12-2016","Daily Mail","Other",3,.18939394,.39242424,9
28dec2016,"28-12-2016","Evening Standard","Brexit Business,Brexit Politics",1,0,0,2
28dec2016,"28-12-2016","Evening Standard","Other",1,.15,.15,2
28dec2016,"28-12-2016","Express","Brexit Business,Brexit Politics",1,.05416667,.72083333,26
28dec2016,"28-12-2016","Express","Brexit Immigration",1,0,0,26
28dec2016,"28-12-2016","Express","Brexit Other",8,-.03503788,.33390152,26
28dec2016,"28-12-2016","Express","Brexit Politics",3,-.22222222,.5,26
28dec2016,"28-12-2016","Express","Climate",4,.05,.1,26
28dec2016,"28-12-2016","Express","Climate,Brexit",1,.25,.55,26
28dec2016,"28-12-2016","Express","Other",8,-.01856061,.24611742,26
28dec2016,"28-12-2016","The Independent","Brexit Business",2,.01428571,.15714286,7
28dec2016,"28-12-2016","The Independent","Brexit Other",1,-.5,1,7
28dec2016,"28-12-2016","The Independent","Brexit Politics",1,0,0,7
28dec2016,"28-12-2016","The Independent","Climate,Brexit",1,-.14583333,.64583333,7
28dec2016,"28-12-2016","The Independent","Other",2,-.07777778,.14444444,7
28dec2016,"28-12-2016","The Times","Brexit Other",2,-.12142857,.27380952,10
28dec2016,"28-12-2016","The Times","Other",8,-.13545455,.44681818,10
29dec2016,"29-12-2016","Daily Mail","Brexit Business",3,.13975758,.41963636,14
29dec2016,"29-12-2016","Daily Mail","Brexit Other",4,-.00875,.39,14
29dec2016,"29-12-2016","Daily Mail","Climate",2,-.225,.18333333,14
29dec2016,"29-12-2016","Daily Mail","Other",5,.0225,.25,14
29dec2016,"29-12-2016","Evening Standard","Brexit Business",1,.2,.2,6
29dec2016,"29-12-2016","Evening Standard","Brexit Other",1,0,0,6
29dec2016,"29-12-2016","Evening Standard","Brexit Politics",1,0,1,6
29dec2016,"29-12-2016","Evening Standard","Climate",3,.36,.19,6
29dec2016,"29-12-2016","Express","Brexit Business",2,.10714286,.32142857,23
29dec2016,"29-12-2016","Express","Brexit Business,Brexit Immigration",1,.10416667,.52083333,23
29dec2016,"29-12-2016","Express","Brexit Other",4,-.025,.375,23
29dec2016,"29-12-2016","Express","Climate",2,.04285714,.26785714,23
29dec2016,"29-12-2016","Express","Climate,Brexit",1,-.1625,.1875,23
29dec2016,"29-12-2016","Express","Other",13,-.09230769,.17051282,23
29dec2016,"29-12-2016","The Guardian","Climate",1,0,0,2
29dec2016,"29-12-2016","The Guardian","Other",1,0,0,2
29dec2016,"29-12-2016","The Independent","Brexit Business",1,.13333333,.23333333,12
29dec2016,"29-12-2016","The Independent","Brexit Other",6,-.04602273,.46111111,12
29dec2016,"29-12-2016","The Independent","Climate",1,-.125,.175,12
29dec2016,"29-12-2016","The Independent","Climate,Brexit",1,0,0,12
29dec2016,"29-12-2016","The Independent","Other",3,.09166667,.2,12
29dec2016,"29-12-2016","The Times","Brexit Business",1,.00277778,.34722222,21
29dec2016,"29-12-2016","The Times","Brexit Other",2,.10714286,.21428571,21
29dec2016,"29-12-2016","The Times","Climate",2,.3,.575,21
29dec2016,"29-12-2016","The Times","Climate,Brexit",1,0,0,21
29dec2016,"29-12-2016","The Times","Other",15,.00578788,.29784848,21
30dec2016,"30-12-2016","Daily Mail","Brexit Business",1,-.09428571,.29285714,11
30dec2016,"30-12-2016","Daily Mail","Brexit Business,Brexit Politics",1,.06818182,.72727273,11
30dec2016,"30-12-2016","Daily Mail","Brexit Other",1,-.00833333,.20277778,11
30dec2016,"30-12-2016","Daily Mail","Brexit Politics",1,-.15,.27857143,11
30dec2016,"30-12-2016","Daily Mail","Climate",2,-.05,.075,11
30dec2016,"30-12-2016","Daily Mail","Other",5,.03720779,.34402597,11
30dec2016,"30-12-2016","Evening Standard","Brexit Other",2,.2,.45,3
30dec2016,"30-12-2016","Evening Standard","Other",1,.16,.54,3
30dec2016,"30-12-2016","Express","Brexit Other",7,.00716089,.15409452,18
30dec2016,"30-12-2016","Express","Brexit Politics",1,.125,.16666667,18
30dec2016,"30-12-2016","Express","Climate",3,0,0,18
30dec2016,"30-12-2016","Express","Climate,Brexit",1,.25,.5,18
30dec2016,"30-12-2016","Express","Other",6,.01666667,.26666667,18
30dec2016,"30-12-2016","The Guardian","Other",1,.2,.2,1
30dec2016,"30-12-2016","The Independent","Brexit Business",3,-.00782828,.39520202,10
30dec2016,"30-12-2016","The Independent","Brexit Business,Brexit Politics",1,-.175,.55,10
30dec2016,"30-12-2016","The Independent","Brexit Other",3,-.11111111,.19722222,10
30dec2016,"30-12-2016","The Independent","Brexit Politics",1,-.095,.57,10
30dec2016,"30-12-2016","The Independent","Climate,Brexit",1,0,0,10
30dec2016,"30-12-2016","The Independent","Other",1,.33,.52,10
30dec2016,"30-12-2016","The Times","Brexit Other",1,0,0,12
30dec2016,"30-12-2016","The Times","Climate",1,.13636364,.45454545,12
30dec2016,"30-12-2016","The Times","Other",10,.06630736,.13219913,12
31dec2016,"31-12-2016","Daily Mail","Brexit Politics",1,0,0,6
31dec2016,"31-12-2016","Daily Mail","Climate",1,.13333333,.35,6
31dec2016,"31-12-2016","Daily Mail","Other",4,.28421717,.40271465,6
31dec2016,"31-12-2016","Evening Standard","Climate",1,0,0,1
31dec2016,"31-12-2016","Express","Brexit Business",4,-.15,.35,13
31dec2016,"31-12-2016","Express","Brexit Business,Brexit Politics",1,.13636364,.45454545,13
31dec2016,"31-12-2016","Express","Brexit Other",2,-.35,.33333333,13
31dec2016,"31-12-2016","Express","Climate",1,.16666667,.25,13
31dec2016,"31-12-2016","Express","Other",5,-.05939394,.21757576,13
31dec2016,"31-12-2016","The Independent","Brexit Business",2,.06818182,.47727273,10
31dec2016,"31-12-2016","The Independent","Brexit Other",2,.08333333,.08333333,10
31dec2016,"31-12-2016","The Independent","Climate,Brexit",1,0,.5,10
31dec2016,"31-12-2016","The Independent","Other",5,-.06424242,.27030303,10
31dec2016,"31-12-2016","The Times","Brexit Other",2,-.40138889,.41805556,23
