date,headline,newspaper,classification,brexit
12-2-2017,"Osborne’s gloomy Brexit forecast has ‘undermined the Treasury’, claims ex-Whitehall chief",Express,Brexit,Other
12-2-2017,"SNP BREXIT WOES: Independent Scotland 'MUST join euro for EU membership', Eurocrat claims",Express,Brexit,Other
12-2-2017,Brussels warning: EU told of dangers and risks of shunning post-Brexit trade deal with UK,Express,Brexit,Other
12-2-2017,Global appetite for British Talent: UK cashes in on major blockbuster successes ,Express,Brexit,Other
12-2-2017,REVEALED: ‘Assassination attempt’ on Donald Trump’s pro-Brexit EU envoy ,Express,Brexit,Other
12-2-2017,"Brexit WILL BE a success and British talent can help, says Karen Bradley",Express,Brexit,Other
12-2-2017,Poldark star Aiden Turner needs TWO hot water bottles to battle the British weather,Express,Brexit,Other
13-2-2017,'IT'S DEMOCRACY' Ferrari FUMES at BAFTA 'luvvies' for mocking Brexit and Trump at ceremony,Express,Brexit,Other
13-2-2017,Austrian president brands Brexit voters THICK and CRAZY in extraordinary Brussels rant,Express,Brexit,Other
13-2-2017,'I didn’t vote for Brexit' Under pressure Speaker John Bercow hit by second Remain video,Express,Brexit,Other
13-2-2017,'It's shameful' SNP member accuses Brexiteers of 'RAMPANT NATIONALISM' in bizarre rant,Express,Brexit,Other
13-2-2017,Brexit game changer? EU chiefs tight-lipped as pressure mounts for free movement reform,Express,Brexit,Other
13-2-2017,Nicola Sturgeon accused of trying to 'WEAPONISE Brexit' in new push for independence,Express,Brexit,Other
13-2-2017,"Game, Set and Match BREXIT: Ukip win in Stoke would prevent Leave vote being ANNULLED",Express,Brexit,Other
13-2-2017,"‘No one likes us, we don’t care’ Britain & Finland to hold Brexit talks at MILLWALL",Express,Brexit,Other
13-2-2017,William and Kate to go on charm offensive in Paris ahead of Brexit negotiations,Express,Brexit,Other
13-2-2017,European Commission ADMITS British economy has 'maintained momentum' since Brexit vote,Express,Brexit,Other
13-2-2017,'Business is now booming!' Fashion tycoon George Davies says EU 'DOESN'T WORK' ,Express,Brexit,Other
13-2-2017,EU commissioner claims City could remain shackled by Brussels - even after Brexit ,Express,Brexit,Other
13-2-2017,What right have they got? UNELECTED Lords blasted as 'just like EU' over Brexit threats,Express,Brexit,Other
13-2-2017,German minister warns EU countries NOT to make solo 'special deals' with Donald Trump,Express,Brexit,Other
13-2-2017,"PENSIONS SHOCK: Brexit migrant slump could force Brits to work into mid-70s, expert claims",Express,Brexit,Immigration
13-2-2017,‘Platform for MILLIONAIRE ACTORS’ Backlash as stars use BAFTAs to bash Trump and Brexit,Express,Brexit,Other
13-2-2017,EU BOMBSHELL: Juncker 'to QUIT' amid fears Brexit will divide EU in 'continental tragedy',Express,Brexit,Other
13-2-2017,SHARK FEARS as mutilated corpse of DEAD SEAL found washed up on British beach,Express,Brexit,Other
13-2-2017,MARCH FOR EUROPE: Desperate EU urges THOUSANDS to protest in bid to save crumbling bloc,Express,Brexit,Other
13-2-2017,"Brexit and Trump WILL hurt eurozone economy, admits Brussels amid SLOW growth forecast",Express,Brexit,Other
13-2-2017,New bid to wreck EU exit: Fury as Lords plot assault on Theresa May's Brexit Bill ,Express,Brexit,Other
13-2-2017, EUROZONE SHOWDOWN: Tsipras issues warning to EU ahead of bailout negotiations,Express,Brexit,Other
13-2-2017,'Bring it on!' Lords promise to amend Brexit bill despite threats they will be ABOLISHED ,Express,Brexit,Other
13-2-2017,"Bitter Europhile Lords ‘playing with FIRE’ if they OBSTRUCT Brexit vote, Lord Lamont warns",Express,Brexit,Other
13-2-2017,Brexit migration cuts 'means Britons may have to work for LONGER to claim state pensions',Express,Brexit,Other
13-2-2017,Predicted British & Irish Lions XV: Which Six Nations stars make it into the team?,Express,Brexit,Other
14-2-2017,'It's inappropriate' Theresa May 'set to SNUB European Union's 60th anniversary summit',Express,Brexit,Other
14-2-2017,SHOCK EU DOCUMENT: Britons in Europe will face BACKLASH from bloc's members after Brexit,Express,Brexit,Other
14-2-2017,Fuelling the Frexit fire: Now EU DEMANDS France increases austerity amid deficit breach,Express,Brexit,Other
14-2-2017,"Closer to an EU ARMY? NATO members are STILL missing spending commitments, warns chief",Express,Brexit,Other
14-2-2017,Rogue landlords DEMOLISH British housing market by bending law to suit foreign renters ,Express,Brexit,Other
14-2-2017,‘ISIS cannot stop us from going to Spain’ Security expert reassures British holidaymakers,Express,Brexit,Other
14-2-2017,BREXIT BOOST: Bosses optimistic about hiring UK staff after Britain leaves European Union,Express,Brexit,Other
14-2-2017,Residents of town that voted Brexit FURIOUS after new signposts use km instead of miles,Express,Brexit,Other
14-2-2017,Sturgeon’s Brexit paradox: SNP told EU exit makes independence ‘more ILLOGICAL than ever',Express,Brexit,Other
14-2-2017,Finance boss says Pound could hit SAME value as Dollar over Brexit negotiation fears,Express,Brexit,Other
14-2-2017,"Foreigner living in Britain for 47 years 'doesn’t feel welcome' after Brexit, wife claims",Express,Brexit,Other
14-2-2017,TAX WAR: EU preparing MULTI-BILLION pound fight against US border levies,Express,Brexit,Other
14-2-2017,EURO HUMILIATION: Germany ‘freaked out’ as Greece 'could ditch EU currency for US DOLLAR',Express,Brexit,Other
14-2-2017,'You DESPISE your own voters!' Nigel Farage rips into EU over 'support for migration',Express,Brexit,Other
14-2-2017,'UK will ALWAYS be a European country' - insists new EU Parliament president Tajani,Express,Brexit,Other
14-2-2017,'EU CAN’T AFFORD TO PUNISH’ Finland pledges to back Britain for a 'GOOD' Brexit deal,Express,Brexit,Other
14-2-2017,Germany growth SLOWS: Merkel facing dire economy news as EU uncertainty over Trump grows,Express,Brexit,Other
14-2-2017,"British expats AT RISK of ‘Brexit backlash’ by bitter EU member states, reports claim",Express,Brexit,Other
14-2-2017,‘Follow our lead!’ European leader says EU must be political ‘model for the entire world',Express,Brexit,Other
14-2-2017,'Educate our OWN' Brexiteer says better training key to controlling immigration figures,Express,Brexit,Other
14-2-2017,Eurozone economy grows just 0.4% in Q4 - WORSE than UK after Brexit vote,Express,Brexit,Other
14-2-2017,Remainer Justin Welby now groups Brexit success with growing ‘fascist tradition’ in West,Express,Brexit,Other
14-2-2017,METRIC MADNESS: Brexit town furious as signposts in KILOMETRES,Express,Brexit,Other
14-2-2017,British taxpayers to hand over £18BILLION to EU in two years as bloc raises membership fee,Express,Brexit,Other
14-2-2017,Austria says UK must be WORSE OFF after Brexit deal as Chancellor demands Britain PUNISHED,Express,Brexit,Other
14-2-2017,'We must preserve the EU' French frontrunner promises TOUGH stance on Brexit,Express,Brexit,Other
14-2-2017,Businesses 'will NOT face labour shortages if immigration is drastically cut after Brexit',Express,Brexit,Other
14-2-2017,"Continued eastern European migration NOT NEEDED to sustain British workforce, report finds",Express,Brexit,Other
14-2-2017,Even EU bosses say Britain is booming since historic Brexit vote,Express,Brexit,Other
14-2-2017,British Airways cabin crew members to strike NEXT WEEK ,Express,Brexit,Other
14-2-2017,Great British Bake Off: Prue Leith set to replace Mary Berry,Express,Brexit,Other
14-2-2017,Why Bayern Munich could leave Arsenal in Brexit scenario or chasing Chelsea - Gary Lineker,Express,Brexit,Other
15-2-2017,‘We’ll decide NOT you!’ EU in Brexit turmoil as MEPs plot to OVERRIDE Juncker's negotiator,Express,Brexit,Other
15-2-2017,‘Not in my name!’ LBC host explodes over post-Brexit spike in hate crimes,Express,Brexit,Other
15-2-2017,EXPOSED: Giant FRENCH flag hoisted up onto British castle,Express,Brexit,Other
15-2-2017,British charity preventing paedophiles from abusing faces closure after 'funding crisis',Express,Brexit,Other
15-2-2017,‘Punishing UK will hurt the WHOLE of Europe' Irish leader fires Brexit warning at EU,Express,Brexit,Other
15-2-2017,Why Brexit must NOT be delayed: Albania to start EU membership talks WITHIN MONTHS,Express,Brexit,Other
15-2-2017,'Another queue Britain is first' Boris Johnson hails Brexit trade future with West Africa,Express,Brexit,Other
15-2-2017,What a farce! France SUES the EU because it adopted new budget in BRUSSELS not Strasbourg,Express,Brexit,Other
15-2-2017,"British-born workers PLUNGE as foreign workers RISE by 431,000",Express,Brexit,Other
15-2-2017,WE DON’T WANT IT! CETA protesters block EU Parliament to STOP Canada trade deal,Express,Brexit,Other
15-2-2017,Italian banks on brink of running DRY: Rome forced to bend EU rules in emergency bailout,Express,Brexit,Other
15-2-2017,‘Status quo NOT an option’ Labour by-election candidate breaks with Corbyn on EU migration,Express,Brexit,Other
15-2-2017,'We are comfortable' Swiss bank boss backs City of London despite Brexit doom-mongering ,Express,Brexit,Other
15-2-2017,German eurocrat blasts Brexit negotiations and insists a free trade deal WON’T HAPPEN,Express,Brexit,Other
15-2-2017,Germany panicking? Merkel ally warns Britain will be 'WORSE OFF' after Brexit negotiations,Express,Brexit,Other
15-2-2017,'Maybe you'll get border back' Eurocrat says Calais refugees could come to UK after Brexit,Express,Brexit,Immigration
15-2-2017,Top police officer insists there IS 'correlation' between Brexit and rise in hate crime,Express,Brexit,Other
15-2-2017,Columnist blasts hate crime figures as a chance to label Brexiteers 'RACIST BIGOTS',Express,Brexit,Other
15-2-2017,Cruel Twitter trolls label Stoke pensioner an 'IDIOT' for backing Brexit in EU referendum,Express,Brexit,Other
15-2-2017,Brussels bigwig claims crumbling EU ‘cannot afford’ to lose SCOTLAND as Brexit talks loom,Express,Brexit,Other
15-2-2017,'They’re desperate to keep us TRAPPED' –  Ukip NEC member DESTROYS EU’s Brexit £50bn bill,Express,Brexit,Other
15-2-2017,British wingsuit jumper to defy gravity while attempting four World Records to raise £1m,Express,Brexit,Other
15-2-2017,'The euro may ALREADY be lost' Economists predict DOOMSDAY for European Union's currency,Express,Brexit,Other
15-2-2017,"Nexit, Frexit or Grexit? The countries that could leave the EU next after Brexit ",Express,Brexit,Other
15-2-2017,Sonos price increase - Brexit blamed for the PRICE RISE on your new speakers,Express,Brexit,Other
15-2-2017,'I would never suggest TOTAL ban' Nigel Farage responds to EU poll on Muslim immigration,Express,Brexit,Other
15-2-2017,Britain in POLE POSITION to secure ‘preferential’ post-Brexit trade deal with Canada,Express,Brexit,Other
15-2-2017,'Take back Control' Labour calls in Diane Abbott to fight UKIP in BREXIT VOTING areas,Express,Brexit,Other
15-2-2017,"First actors, then Sixties pop stars, now it's British SCIENTISTS who are invading America",Express,Brexit,Other
15-2-2017,Paul Nuttall slams 'OVERBLOWN' rise in racist attacks as ploy to 'RUBBISH' Brexit vote,Express,Brexit,Other
15-2-2017,‘We’re paying TOO MUCH’ Even Germans think EU is grabbing too much cash from members,Express,Brexit,Other
15-2-2017,MERKEL'S WAKE-UP CALL: Weaker eurozone growth proves EU 'NEEDS' free trade with UK,Express,Brexit,Other
15-2-2017,REVEALED: Why this creepy British railway station has been abandoned in BRAZIL,Express,Brexit,Other
15-2-2017,Labour MP Mary Creagh BLASTS Brexit saying it ‘emboldened’ racists as hate crime rises,Express,Brexit,Other
15-2-2017,The Great British Skinny Dip SHOCKS viewers: 'One of the nastiest things I’ve watched’,Express,Brexit,Other
15-2-2017,Brexit boost as unemployment falls to lowest total for 10 years,Express,Brexit,Other
15-2-2017,BIRD FLU OUTBREAK: Avian flu strain H5N8 detected in British farm,Express,Brexit,Other
16-2-2017,‘Self righteous’ EU BLASTED by Hungarian PM as he prepares for 2017 WAR with Brussels,Express,Brexit,Other
16-2-2017,BREXIT BOOST: Citigroup chief declares ‘London is our PRIMARY place of business’,Express,Brexit,Other
16-2-2017,"Free trade ‘promises cheap food and goods’ after Brexit, says expert",Express,Brexit,Other
16-2-2017,British jobs at risk as French car giant considers Vauxhall takeover,Express,Brexit,Other
16-2-2017,Panicking Germany tries to create separate deal with China to sell cars amid Brexit fears,Express,Brexit,Other
16-2-2017,‘Germany ALWAYS gets its way’ Fury across EU as Berlin wins fight for 'discriminatory' tax,Express,Brexit,Other
16-2-2017,Ministers told not to BETRAY fisherman by leaving them tied to Brussels rules after Brexit,Express,Brexit,Other
16-2-2017,'Greece CRUCIFIED on the cross of the euro' – Ukip MEP scolds EU on parliament floor,Express,Brexit,Other
16-2-2017,Haven't they learnt ANYTHING? Brussels bigwig wants GREATER integration between EU members,Express,Brexit,Other
16-2-2017,BREXIT BOOST: Justin Trudeau hints at EASY trade deal after CETA signed,Express,Brexit,Other
16-2-2017,‘They KNOW we’ll be better off!’ Top French politicians call for UK to SUFFER from Brexit,Express,Brexit,Other
16-2-2017,Meddling Brussels to SPY on UK finances for five years AFTER Brexit under new proposals,Express,Brexit,Other
16-2-2017,'Oversensitive and WRONG' Supreme Court judge blasted over Brexit reaction,Express,Brexit,Other
16-2-2017,"Hammond Brexit trade views are economically ILLITERATE, blasts Thatcher's ex-adviser",Express,Brexit,Other
16-2-2017,Labour powerbroker Len McCluskey says Brexit NO EXCUSE to take employment from UK,Express,Brexit,Other
16-2-2017,Yanis Varoufakis blasts EU and says Greece crisis is due to 'design faults' of the bloc,Express,Brexit,Other
16-2-2017,Brexit PAYBACK: Britain could force EU to hand back share of £130BILLION,Express,Brexit,Other
16-2-2017,Marine Le Pen pledges to FREE France from the EU PRISON and warns euro is set for COLLAPSE,Express,Brexit,Other
16-2-2017,British investors defy Brexit doom prediction as confidence hits HIGHEST mark in a YEAR,Express,Brexit,Other
16-2-2017,"Brexit will allow Britain to SCRAP foreign aid target & STILL HELP world’s poor, say Ukip",Express,Brexit,Other
16-2-2017,Brexit negotiator Guy Verhofstadt told EU superstate demand could BRING DOWN bloc,Express,Brexit,Other
16-2-2017,Canada's youthful PM says strong EU benefits whole world putting him at odds with Trump,Express,Brexit,Other
16-2-2017,Louis Theroux admits he's 'less complacent' since the Brexit vote and is unsure over Trump,Express,Brexit,Other
16-2-2017,'STILL fighting project fear!' Furious backlash as Europol chief warns of Brexit danger,Express,Brexit,Other
16-2-2017,Irish PM vows to OPPOSE post-Brexit ‘hard border’ in stern warning to Theresa May,Express,Brexit,Other
16-2-2017,Who will replace Mary Berry on the Great British Bake Off? Is Prue Leith the new judge?,Express,Brexit,Other
16-2-2017,'We're powerless' EU says it can't make states adopt CETA and Wallonia could sink it AGAIN,Express,Brexit,Other
16-2-2017,"BREXIT BOOST: Lords 'don't have the stomach to delay Article 50 Bill', claims Lib Dem peer",Express,Brexit,Other
16-2-2017,Surface Book PRICE RISE - Microsoft blames UK cost hike on BREXIT,Express,Brexit,Other
16-2-2017,'It undermined the rule of law' Supreme Court president condemns attacks on Brexit judges,Express,Brexit,Other
16-2-2017,‘The EU will COLLAPSE’ Le Pen blasts Germany for using the euro as a ‘POLITICAL WEAPON’,Express,Brexit,Other
16-2-2017,Marine Le Pen hails Brexit and vows to 'rebuild' France's 'damaged relations' with Britain,Express,Brexit,Other
16-2-2017,'Forced out of a pub by AGGRESSIVE Remainers' – Farage HITS BACK over Brexit hate crimes,Express,Brexit,Other
16-2-2017,MEP berates EU Parliament over 'KAMIKAZE' move to punish UK for quitting 'FAILED' bloc,Express,Brexit,Other
16-2-2017,Nigel Farage blames GERMANY for UK air pollution amid fears of a ‘£300million EU fine’,Express,Brexit,Other
16-2-2017,Save our bubbly! EU ‘TERRIFIED British champagne could flood into Europe post-Brexit’,Express,Brexit,Other
16-2-2017,Fight for fishermen as EU's 'DESPERATE' bid to grab UK fish stocks under Brexit revealed,Express,Brexit,Other
16-2-2017,Microsoft raises prices by up to 15 per cent in wake of Brexit vote ,Express,Brexit,Other
16-2-2017,'Bullied and bribed': British Airways threatening to PENALISE staff who STRIKE claim Unite,Express,Brexit,Other
17-2-2017,'We need FREE MOVEMENT of workers' Carswell demands 'liberal Brexit' in immigration debate,Express,Brexit,Other
17-2-2017,Brexit red lines: Romania says its citizens must get to stay in Britain as part of EU deal,Express,Brexit,Other
17-2-2017,'I have a right to speak!' Tetchy Tony SNAPS at BBC reporter after anti-Brexit speech,Express,Brexit,Other
17-2-2017, Brexit power grab: Now Milan bidding to take London's status as Europe's financial centre,Express,Brexit,Other
17-2-2017,UKIP Brexit spokesman Gerard Batten hints he WILL stand to become MP in upcoming elections,Express,Brexit,Other
17-2-2017,‘I’m NOT to blame’ Blair insists Brexit ISN’T due to his failure to control EU migration,Express,Brexit,Other
17-2-2017,Labour turns on Blair as shadow Brexit minister joins in condemnation of ex-PM,Express,Brexit,Other
17-2-2017,Farage TAUNTS Blair at Ukip conference after former PM says Brexit can be BLOCKED,Express,Brexit,Other
17-2-2017,Blair’s bid to DERAIL BREXIT: Fury as ex-PM suggests UK could STAY in EU without new vote,Express,Brexit,Other
17-2-2017,Warning of 'Brexit predators' as Kraft Heinz tries to swoop on Unilever in huge takeover,Express,Brexit,Other
17-2-2017,‘I’m still clearing up your Iraq mess!’ Boris Johnson blasts Blair for anti-Brexit rant,Express,Brexit,Other
17-2-2017,Irish party leader claims Brexit is the 'biggest threat’ Ireland has EVER faced,Express,Brexit,Other
17-2-2017,'Tony Blair is interested in Tony Blair!' Ex-PM bashed for 'rise up' call to thwart Brexit,Express,Brexit,Other
17-2-2017,BLAIR'S OWN GOAL: 'Yesterday’s man’ may have just united Britain FOR Brexit,Express,Brexit,Other
17-2-2017,IDS' blistering assault on Tony Blair after former PM demands uprising against Brexit,Express,Brexit,Other
17-2-2017,'Dangerous' Nigel Farage rebukes Remainers for spewing 'hatred' following Brexit result,Express,Brexit,Other
17-2-2017,Nuttall promises to 'hold government's feet to fire' to ensure Britain gets 'SWIFT BREXIT',Express,Brexit,Other
17-2-2017,French politician gets CUT OFF on Radio 4 as he moans about Brexit sadness,Express,Brexit,Other
17-2-2017,"Britons' food bill could fall by £305 if we scrap all tariffs after Brexit, says Tory MP",Express,Brexit,Other
17-2-2017,Cannabis worth THOUSANDS of pounds washes up on British beach,Express,Brexit,Other
17-2-2017,Blair faces backlash for rallying anti-Brexit cry but Nick Clegg 'agrees with EVERY WORD',Express,Brexit,Other
17-2-2017,Farage WARNING to elite: Trump and Brexit just the START - ‘RADICAL CHANGE is coming',Express,Brexit,Other
17-2-2017,Guy Verhofstadt leads call for MORE EU cash in plans which would cause ‘POPULIST CRISIS’,Express,Brexit,Other
17-2-2017,Merkel rival splits with EU and says UK can have divorce AND trade talks at same time,Express,Brexit,Other
17-2-2017,"NO BREGRETS: UK would STILL vote Brexit if vote was today, poll finds",Express,Brexit,Other
17-2-2017,'We will RISE UP' Tony Blair sparks fury as he goes on warpath to DEFEAT Brexit ,Express,Brexit,Other
17-2-2017,'For goodness sake!' Pro-EU MP scolded as he defends Blair's Brexit attack,Express,Brexit,Other
17-2-2017,British forces OBLITERATE ISIS Headquarters in Mosul with MIGHTY RAF airstrike,Express,Brexit,Other
17-2-2017,BREXIT BOMBSHELL: Bureaucrat Juncker claims negotiations will take MORE THAN two years,Express,Brexit,Other
17-2-2017,Human remains discovered in Greece near where British tourist vanished in 2005,Express,Brexit,Other
17-2-2017,Great British Benefits Handouts: DISGUST as unemployed blow £26K on BOTOX and LOBSTER,Express,Brexit,Other
17-2-2017,Britain & China ‘celebrate GOLDEN ERA of relationship’ in major boost for post-Brexit deal,Express,Brexit,Other
17-2-2017,House of Lords is 'undemocratic': Brexiteer blasts peers in heated Question Time debate,Express,Brexit,Other
17-2-2017,"Why Brexit MUST bring new visa rules: Unskilled migrants 'cost UK taxpayers £3,500 EACH'",Express,Brexit,Immigration
17-2-2017,British historian charged with possession of child pornography in the US,Express,Brexit,Other
17-2-2017,"British families could save £305 a year on FOOD once UK quits the single market, MP claims",Express,Brexit,Other
17-2-2017,Left-wing MEP hails Labour politicians for DEFYING Corbyn in Parliament's Brexit vote,Express,Brexit,Other
17-2-2017,There will be NO 'cherry picking' parts of EU membership after Brexit says Theresa May,Express,Brexit,Other
17-2-2017,Paul Nuttall to call for VAT on household fuel bills to be SCRAPPED to feel Brexit benefit,Express,Brexit,Other
17-2-2017,THIS Spanish holiday hotspot has SMASHED records with more British visitors than EVER,Express,Brexit,Other
17-2-2017,Brexit BOOM for British holidays with RECORD number of tourists visiting the UK ,Express,Brexit,Other
17-2-2017,"British workers aren’t benefiting from jobs boom, slams STEPHEN POLLARD",Express,Brexit,Other
17-2-2017,Fishermen deserve Brexit deal that works for them,Express,Brexit,Other
17-2-2017,Passport RULES: Is this what British documents will look like AFTER Brexit? ,Express,Brexit,Other
17-2-2017,Fish Finger Sandwich Awards: THIS is what makes the PERFECT British favourite,Express,Brexit,Other
17-2-2017,"British Airways cabin crew plan more strikes over 'poverty pay' of '£16,000 a year'",Express,Brexit,Other
17-2-2017,British teen from Cornwall Daisy Clark tipped for success with Hopelessly Devoted To You,Express,Brexit,Other
17-2-2017,Jaguar set to become most expensive British road car by fetching £13.5m at auction,Express,Brexit,Other
17-2-2017,Brexit boob job SHOCK - doctors blame referendum as women turn to RISKY cut price surgery,Express,Brexit,Other
17-2-2017,Warren Gatland not ruling anyone out of British & Irish Lions tour of New Zealand,Express,Brexit,Other
18-2-2017,Britain to sell in POUNDS AND OUNCES after Brexit - Leadsom hints at BANISHING EU rules,Express,Brexit,Other
18-2-2017,‘Quality!’ Gloating Nicola Sturgeon PRAISES Tony Blair’s speech to derail Brexit,Express,Brexit,Other
18-2-2017,Why Tony Blair is WRONG: New poll finds Britons just want to GET ON with Brexit,Express,Brexit,Other
18-2-2017,‘A LOT of damage’ Juncker fears Brexit DOMINO EFFECT as he prepares to ‘downsize' Brussels,Express,Brexit,Other
18-2-2017,‘Now Britain CANNOT trade with half the world’ Juncker lays into the UK over Brexit vote,Express,Brexit,Other
18-2-2017,Lily Allen mocked for CELEBRATING pound drop after tweeting troubled bank's Brexit report,Express,Brexit,Other
18-2-2017,British Airways flight forced into EMERGENCY LANDING after passengers smell smoke,Express,Brexit,Other
18-2-2017,'They knew what they were voting for!' LBC host shreds Blair in savage attack over Brexit,Express,Brexit,Other
18-2-2017,Unionist fury over Tony Blair's Brexit rant on independence,Express,Brexit,Other
18-2-2017,'The AUDACITY of this man' Stepfather of British soldier SAVAGES Blair after Brexit rant,Express,Brexit,Other
18-2-2017,'I'm not racist or thick!' Leaver with Bregret now MORE PRO-Brexit after Tony Blair speech,Express,Brexit,Other
18-2-2017,Inside politics: Battle for Brexit moves into the House of Lords,Express,Brexit,Other
18-2-2017,"City News: Essentra, Millennium & Copthorne, British Steel & Fuel prices",Express,Brexit,Other
18-2-2017,‘We NEED Britain’ Germany admits it CAN’T punish UK with harsh Brexit deal,Express,Brexit,Other
19-2-2017,Shameless! Mandelson backs up Blair and says Brexit voters had NO CLUE,Express,Brexit,Other
19-2-2017,BREXIT BLOCK: House of Lords to tell Commons to ‘THINK AGAIN’ on Article 50 Bill,Express,Brexit,Other
19-2-2017,Billionaire George Soros tries to block EU member plans to take power BACK from Brussels,Express,Brexit,Other
19-2-2017,British nurse surge: Brexit to mean MORE UK nurses in hospital as EU migrants leave jobs,Express,Brexit,Immigration
19-2-2017,"'Honestly, I had a migraine' Diane Abbott SQUIRMS as she defends Brexit vote no-show",Express,Brexit,Other
19-2-2017,‘It makes NO SENSE’ EU STILL meddling in UK fishing with new rules threatening industry,Express,Brexit,Other
19-2-2017,COMMONWEALTH REBIRTH: Brexit Britain to shun EU for QUEEN'S countries in new plans,Express,Brexit,Other
19-2-2017,BATTLE FOR BREXIT: Shami Chakrabarti says Lords to WATER DOWN historic Article 50 Bill,Express,Brexit,Other
19-2-2017,"Tony Blair just handed Stoke by-election win to UKIP, Labour fumes after Brexit rant",Express,Brexit,Other
19-2-2017,'I will not submit!' Marine Le Pen REFUSES to grovel to Merkel and EU in swipe at elite,Express,Brexit,Other
19-2-2017,LABOUR SPLIT: Jeremy Corbyn SLAMS Tony Blair for 'unhelpful' plot to STOP Brexit,Express,Brexit,Other
19-2-2017,Boris Johnson met Tony Blair 'TWICE to discuss foreign policy' despite Brexit put-down,Express,Brexit,Other
19-2-2017,Angela Merkel says EU must accept MORE refugees as Islam is NOT a source of terror,Express,Brexit,Immigration
19-2-2017,Sir Patrick Stewart APOLOGISES to Europe 'on behalf of Britain' for 'Brexit calamity',Express,Brexit,Other
19-2-2017,Donald Trump hails Brexit as chance for Britain to 'TAKE BACK CONTROL' at Florida rally,Express,Brexit,Other
19-2-2017,British & Irish Lions legend opens up on why Stuart Hogg will claim full-back slot,Express,Brexit,Other
19-2-2017,Warren Gatland reveals why Sam Warburton will be crucial to British & Irish Lions squad,Express,Brexit,Other
20-2-2017,'We want VERY close ties' Germany calls for joint-military with BRITAIN after EU exit ,Express,Brexit,Other
20-2-2017,Marine Le Pen's headquarters RAIDED by police in investigation into EU fake jobs 'scandal',Express,Brexit,Other
20-2-2017,ISIS claims British suicide bomber blew himself up in Mosul attack,Express,Brexit,Other
20-2-2017,KEEPING AN EYE: PM camps out in House of Lords as she warns peers not to delay Brexit,Express,Brexit,Other
20-2-2017,"‘We have a job to do’ House of Lords will not curtail debate on Brexit bill, says peer",Express,Brexit,Other
20-2-2017,Mandelson: I was a Remainer because I’m a PATRIOT and NOT because of my EU pension,Express,Brexit,Other
20-2-2017,'It's the RIGHT vision' Alan Johnson BACKS Blair's Brexit vision & claims EU should reform,Express,Brexit,Other
20-2-2017,"Britain has 'selfish' reasons for wanting EU to THRIVE after Brexit, says David Davis",Express,Brexit,Other
20-2-2017,Scotland 'could become FULL member of the EU by 2023 if it gains independence',Express,Brexit,Other
20-2-2017,Is Edward Snowden set to be given asylum by Europe? MEPs push EU to take in whistleblower,Express,Brexit,Immigration
20-2-2017,Tony Blair should 'hold his head in shame' after calling for anti-Brexit revolt,Express,Brexit,Other
20-2-2017,Lib Dems mocked on Daily Politics for wanting endless referendums over Brexit,Express,Brexit,Other
20-2-2017,May warns Peers against delaying 'what BRITISH PEOPLE WANT' in caution to House of Lords,Express,Brexit,Other
20-2-2017,Protestors stage Brexit rallies across UK in support of EU citizens ,Express,Brexit,Other
20-2-2017,‘We don’t want to end up like Germany!’ Czech deputy PM slams 'inept' EU over immigration,Express,Brexit,Other
20-2-2017,'We have NOTHING to gain' May urged to pledge Britain will QUIT Brussels' push for EU army,Express,Brexit,Other
20-2-2017,'It'd be the shortest suicide note in history!' Peer warns colleagues not to block Brexit,Express,Brexit,Other
20-2-2017,Comedian Russell Kane launches foul-mouthed tirade against Blair for 'wading in on Brexit',Express,Brexit,Other
20-2-2017,It's the UK's problem! Dutch MEP REFUSES to offer Brexit immigration blocks,Express,Brexit,Other
20-2-2017,Oh dear Tony! Even arch europhile peer tells Blair he is WRONG over anti-Brexit movement,Express,Brexit,Other
20-2-2017,Juncker could quit as European Commission president in just WEEKS 'over Brexit fall-out',Express,Brexit,Other
20-2-2017,'We’re not going to!' Shadow leader of House of Lords pledges NO Brexit delay ,Express,Brexit,Other
20-2-2017,Pound ‘is UNDERVALUED & represents a solid buying opportunity’ as Brexit worries subside,Express,Brexit,Other
20-2-2017,Oxford University 'set to open PARIS CAMPUS after post-Brexit funding pledge',Express,Brexit,Other
20-2-2017,Stoke by-election: Labour hopeful Gareth Snell SQUIRMS as he defends 'BREXIT IS S***' rant,Express,Brexit,Other
20-2-2017,'He's missed the bus' EU SLAPS DOWN Tony Blair's Brexit blocking plan as 'NO ONE IS HAPPY',Express,Brexit,Other
20-2-2017,Juncker brands EU 'BEAUTIFUL' claiming Brexit Britain will be WEAKER without it,Express,Brexit,Other
20-2-2017,Desperate Belgian PM denies EU will be allowed to ‘FRAGMENT’ during tense Mike Pence visit,Express,Brexit,Other
20-2-2017,"Amazon puts faith in Brexit Britain as it brings 5,000 ‘silicon valley’ jobs ACROSS UK",Express,Brexit,Other
20-2-2017,EU workers in Britain lobby MPs demanding right to stay in UK after Brexit,Express,Brexit,Other
20-2-2017,Unelected Labour peer vows to force MAJOR CHANGES to Brexit Bill in House of Lords debate,Express,Brexit,Other
20-2-2017,Don't BLOCK our EU exit: Remainer Lords in 'single market' plot to delay Brexit TODAY,Express,Brexit,Other
20-2-2017,How can peers set for £10MILLION EU pensions payout be allowed say on Brexit?,Express,Brexit,Other
